"alt","firstComment","imageUrl","likesCount","locationName","ownerUsername","timestamp","url"
"Image may contain: text that says 'SIMPLE FORMULA FORLIVING Live your means. Return everything you borrow. Stop blaming other people. Admit when you make charity Do something nice and not to get Listen more; talk less. Every day take 30 for excellence, perfection. Be on time. Don't make excuses. Don't argue. Get organized. Be kind people. cut ahead of you in line. Take time be alone. Cultivate good manners. humble. isn' Realize and accept that Know when keep your mouth shut. Go entire day without criticizing anyone. Learn from past. Plan for the future. Live the present. Don sweat the small stuff. It's all small stuff.'","#wellnessjourney2018 doing the work every single day 💕🙏 #betheinspiration #rotary2018 #rotaryclubofcanmore","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45698102_200100090815869_1347648259249261810_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=j9BQsqCyfO8AX_ZkOb4&oh=fb44bd053f4c3012e070179d1271d84d&oe=5E9D9489","17",,,"2018-12-03T01:54:22.000Z","https://www.instagram.com/p/Bq6E_g9B5_n"
"Image may contain: drink","When you are super excited to meet up with a friend you haven’t seen in for-evah.....and you don’t want to talk so much that her ears fall off 🤷‍♀️🤦‍♀️-
Gratitude blend, because #attitudeofgratitude and you are so flippin’ happy to be catching up
&
Cypress, because you need all. the. grounding. 
Double-extra grounding. 🧘‍♀️🎀💛
.
.
.
.
.
.
#wellnessjourney2018 #happyhealthywhole #coffeetalk #girltime #friends #essentialoils #oils #cypress #gratitude #theoilerfriends #sundayfunday #rainyday #slowandsteadywinstherace #motivation #friendship #mentalgains #empath #spiritualjourney #connection #journey #essentialoilswork #dragonflyandzen #thisisme #teammcclintock","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45304423_522970594851415_1440491920596572648_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=bf8UevTMYqkAX_AANTq&oh=186b2e4c90a281b7903beaae6121e126&oe=5EA36748","21",,,"2018-12-02T23:09:07.000Z","https://www.instagram.com/p/Bq5yFFilN3F"
"Image may contain: possible text that says 'I try to do the right thing at the right time. They may just be little things, but usually they make the difference between winning and losing. -Kareem Abdul-Jabbar'","Sometimes this is all it takes... 🙌
.
.
.
.
.
.
#sunday #motivation #kindnessmatters #mindful #wellnessjourney2018 #happyhealthywhole #slowandsteadywinstherace #teammcclintock #winning #inspiration #instagram #instagood #quotes #driven","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45428018_212125763033480_1496311720475908425_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ps45cFzsN-IAX9JfZnS&oh=5ce31a385d1078de1839826dc843c01d&oe=5EA0B3DC","10",,,"2018-12-02T22:58:13.000Z","https://www.instagram.com/p/Bq5w1SIl5P7"
"Image may contain: 4 people, selfie and closeup","I ❤️ these humans. #wellnessjourney2018 #famille","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44830273_198828127688622_439339307046771629_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=KAwGgd3Kwd8AX9eEyvb&oh=3223b01d37f8ee28ecb022cca7c1749c&oe=5EA6167E","29",,,"2018-12-01T20:06:52.000Z","https://www.instagram.com/p/Bq24bb0BEue"
"Image may contain: possible text that says '#LUPUSLIFEHACKS CURING LEAKY GUT ON A BUDGET REMOVE DIETARY TRIGGERS VARIES PERSON BUT SHOULD REMOVE CARBS SUGARS ADDITIVES) REPLACE NUTRIENT NFLAMMATORY REPAIR ADDITIVES BINDERS, HEALTHY VARIETY THERAPEUTIC CHOSEN RE-BALANCE YOUR MICROBIOME USING PREBIOTICS HAVE VARIETY THERAPEUTIC DOSE BACTERIA HOMEMADE BONE BROTH: BUY DIRECTL FARMS ORGANIC, TEURIZED RAISED AND/OR FREE ROAMING, CREAT LARGE QUANTITIES FREEZE CUPS/PACKAGET DRINK PROBIOTICS: QUALITY W/LARGE QUANTITY DURING SALES& HOLIDAYS. RECOMMEND ADVANCED NATURALS ULTIMATEFLORA AVOID:PACKAGED FOOD, HEAVY MEALS SUGAR AND UNFILTERED WATER HIGHNUTRITIONAL PALEO, PALEO, VEGANALONG FASTING.'","Are you wondering why you can't go a day or even a week without feeling symptoms of your autoimmune disease? Is everything triggering it?⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Well, for majority of us, our gut has imbalanced flora. It causes our immune system to lose its ability to function properly. Since 80% (ish) of your immune system is located in your gut, no wonder you're so sensitive and feel exhausted all the time!⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Lifestyle = outcome of quality of life.

Our choices can be our worst enemy, but have the ability to be our greatest asset in our journey to health.
.
🔹If you find my feed helpful, subscribe to my email list. I give more info on these topics with more detail. I'm here to help as much as I can 😊💜
#linkinbio ⠀⠀⠀⠀⠀⠀⠀⠀⠀
#leakygut #lupuslifehacks #healthonabudget #guthealthonabudget #healthychoices #nutritionalfacts #functionalmedicine #diet #foodchoices #AIP #vegan #eatinghealthy #lupus #lupusflareup #chronicinflammation","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/44477555_851902358534683_1517990830921604032_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=I4dlyOC0vZMAX83olUd&oh=240838542ce23694d1e000eb8946dd41&oe=5EA4154B","39",,,"2018-11-30T16:02:36.000Z","https://www.instagram.com/p/Bqz3rgfhULw"
"Photo by ╰☆☆ Just Judy ☆☆╮ in Chester County, Pennsylvania.","Frack
.
I think the holidays are going to kinda suck again this year. 
I think I’m still in a halfway denial about her passing. Which means I’m still in the first stage of professing grief, or I just keep circling back to it.

The five stages, denial, anger, bargaining, depression and acceptance are a part of the framework that makes up our learning to live with the one we lost. They are tools to help us frame and identify what we may be feeling. But they are not stops on some linear timeline in grief. 
Today was hard. The trigger started when decorations went up this weekend. But HARD today because I’m not sleeping.
.
But, looking at the tree and the lights helps so much- I really do want to keep it up yearround. 💕
.
.
.
.
.
.
#wellnessjourney2018 #grief #stagesofgrief #missingmom #mom #momlife #tree #christmas #Christmastree #denial #heartbreak #lights #love #thisisme #slowandsteady #justkeepswimming #depression #compassion #empath #tired #needsleep #angels #dragonflyandzen #frack #adulting #midlifecrisis #missmymom","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45793895_301657140451568_6322865227463143356_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=7UWlNGRuLTQAX84MM5B&oh=5a9191245475da26b4c5a4d056531e74&oe=5EA7762D","29",,,"2018-11-30T06:47:33.000Z","https://www.instagram.com/p/Bqy4KNWFcWl"
"Image may contain: 1 person, closeup","Sometimes the workout isn’t about building muscle, it’s just therapy.
.
I am looking for people who want to commit to TRANSFORMING their mind and body this January. I’m looking for someone who will COMMIT to 20 min workouts for 6 weeks. I’m looking for someone who wants to be a part of group that is choosing to IGNITE real and lasting change in 2019.
.
You guys this is how I got started. Before the ytt, before the spin motivating, before figuring out my nutrition, before I found my inner fire and confidence.
.
I started with a shake, a streaming app for my workouts, a few great mentors and a burning desire to CHANGE! To stop blaming everyone and everything around me for my situation and take charge. To finally FEEL GOOD in my mind and body. .
If this sounds like you, drop your fav Christmas emoji below 🔥 ☃️🎄🎅🏼 we should chat 👋🏻 #IGNITECHANGE","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45279656_2205568196142292_3602948979494025222_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=QTWUQYC8UZQAX-wsYZA&oh=a2ce39599c51b34ae267973617b41279&oe=5EA04F33","43",,,"2018-11-30T03:34:36.000Z","https://www.instagram.com/p/BqyiE7ggCtf"
"Image may contain: possible text that says 'When you rise in the morning, give thanks for the light, for your life, for your strength. Give thanks for your food and for the joy of living. If you see no reason to give thanks, the fault lies in yourself. - Tecumseh'",".
Thankful
Grateful
Healthy
Blessed","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45426922_779907745679909_4496674653045209615_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=U9haI9AxEBwAX9cjdAY&oh=a653d933e5c5c6462a3cd4379485585b&oe=5EA08D5A","16",,,"2018-11-28T22:31:06.000Z","https://www.instagram.com/p/BqvajLrF0ry"
"Image may contain: 1 person","Ain’t nobody perfect babe. Wipe the sweat, tighten your top knot and keep pushing.
.
If you need a self talk makeover, want to figure out how to “self care”, if you need pep talk or motivation, if you want a sweat sesh to get some of that emotion out; we need to talk. Hit up my DMs, ladies. I’ve been there, too. I can bridge the gap from where you are to where you want to be. #IGOTYOUBABE","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44874355_521010211733680_2559547643630875694_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=LBNd4jPHAj8AX_0GKVx&oh=dc47aa1b7fbcc6754a49d1dfe1636ece&oe=5E9DFC64","34",,,"2018-11-28T16:56:47.000Z","https://www.instagram.com/p/Bqu0SmRAfFG"
"Photo by ╰☆☆ Just Judy ☆☆╮ on November 27, 2018.","Roller Blend: 
the Attitude Adjustment
.
Perfect for this season of hustle & bustle (& exhaustion)
⚡️
In a 10 ml roller bottle add
💧10 Lemon
💧10 En-R-Gee blend
💧Top off with carrier oil *I used a few drops of Vitamin E oil, then topped off with Jojoba oil
.
.
.
#theoilerfriends #bossbabe #tuesdaymotivation","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45574723_307868683164686_8948610534837250115_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=L_MkX1kafHsAX_1zPfC&oh=feb7e25b391bb74882e97b94eaf91e7d&oe=5E9E7043","23",,,"2018-11-27T15:52:43.000Z","https://www.instagram.com/p/BqsIKcNl52z"
"Image may contain: 1 person, standing, mountain, sky, outdoor, nature and water","The last time I felt truly aligned, supported and as @jaycwellness pointed out, wealthy af in every aspect of life.
.
This busy season that is upon us can be truly draining and leave us feeling exhausted, panicked, stressed, overwhelmed, out of alignment and like an empty shell of a human.
.
Now is the time to take a really hard look at how you are taking care of yourself; the things you are saying yes to; the things you should be saying no to but feel obligated to do anyway.
.
Do things this season that fill up your cup instead of draining it. Take care of yourself first and foremost. And if you have no idea what that looks like or how to start, reach out! I am here to help you find self care, health and wellness. Make yourself a priority this year. And maybe come out of the holidays feeling refreshed and with a full heart rather than drained and exhausted! Comment below if you need a self care makeover! #SELFCAREMAKEOVER","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44707352_339675786820677_8020347543690977802_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_ShRQct7vJoAX8tdYzo&oh=ddd3f8ae26e9e3f0a24291735fb2af11&oe=5E9B8FD0","57",,,"2018-11-27T13:00:17.000Z","https://www.instagram.com/p/Bqr0bfdgfsZ"
"Photo by Jennifer Blanchard Barrett on November 27, 2018.","Best news ever!! If you’ve been on the fence about trying or just wanna stock up, now is the time!!😍✔️🌿","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44852086_1107143562799599_4004349668927967341_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=umyguKVYWbEAX__Y83p&oh=d0bb181e246bfd74e8f0d10c50d2861e&oe=5EA6A949","4",,,"2018-11-27T11:37:01.000Z","https://www.instagram.com/p/Bqrq5rcnFOQ"
"Photo by ╰☆☆ Just Judy ☆☆╮ in West Chester, Pennsylvania.","🌟Cyber Monday Deals are coming.... and the early buzz is 20% off of Ningxia Red 🙌
.
We take this every single day to keep our immune system in tip-top shape 💪
This is the highest amount of antioxidants in a 2oz shot on the market- and it tastes 😊 SO GOOD
.

My fridge is ready for a new shipment 🚚 
Who is ready to see the deals?🙋‍♀️","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44589481_281674452480963_3857805171512031542_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=9l9JbQsHboIAX-P45I3&oh=8b92f55c049a3832f1c466350f5397e9&oe=5E9F2BA7","11",,,"2018-11-26T01:54:02.000Z","https://www.instagram.com/p/BqoDY1zlDGm"
"Image may contain: one or more people, people standing, christmas tree, tree, indoor and outdoor","""Our hearts grow tender with childhood memories and love of kindred, and we are better throughout the year for having, in spirit, become a child again at Christmas-time."" -- Laura Ingalls Wilder
🎄
#Christmas decorating this weekend! I love having all of the lights, I think that is my favorite part. Winter is so dreary, and the twinkling lights make it special, cozy and magical. 
It’s in these quiet moments that my heart is so full, and I miss my mom even more. I know she is here, watching too.
.
🎄☃️🎠🎁🛷⛸🌟
.
Ok, the tree with lights is my fave— What is your favorite way to enliven your home this holiday season?","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45574715_2149866248601102_1215866952166579371_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=2YchYkFjZwUAX-e4Uj4&oh=22be80999286c6a24348f01f6af61e36&oe=5E9AE977","20",,,"2018-11-25T17:33:01.000Z","https://www.instagram.com/p/BqnKDUDF_z1"
"Image may contain: 1 person, indoor","THANK YOU everyone who ordered from me & those who TRUSTED me to begin their wellness journey !!
I am truly HONORED & BLESSED; I appreciate EVERY one of you!!!❤️
Now for some sleep; traveling all day tomorrow......and then...CYBER MONDAY😳😍
#thankyou #blessed🙏 #honored #wellness #wellnessjourney #wellnessjourney2018 #blackfriday2018 #cybermonday2018 #travel #smallbusiness #smallbusinesssaturday2018","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44748364_316835249045819_4898219472486341046_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=4v-tMLkMm-kAX_EvWXP&oh=2ba208e4867c3eb44e873af314054206&oe=5E9E4320","16",,,"2018-11-25T05:41:03.000Z","https://www.instagram.com/p/Bql4ktOFUmd"
"Image may contain: car and outdoor","Anticipation is building. So much on the go. Today is final moving prep, tomorrow we load the UHaul, this week is @ecofriendlysummit for move-out clean and McKnight Carpet Cleaning. We are making progress! #thistooshallpass #wellnessjourney2018 #howsyoursaturday #goodbyerentalhouse","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44431646_319299798672708_145086885096286380_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=FPI-OToiIy8AX91uOmP&oh=87cbe151e714bb21c95059994a8a7631&oe=5E9D7674","10",,,"2018-11-24T19:21:48.000Z","https://www.instagram.com/p/BqkxtQrhESf"
"Photo by Carla Marion on November 24, 2018.","REMEMBER the small business owner as you’re out shopping this weekend!!! BONUS, we’re right around the corner to help you👍🏼😉👍🏼
🎄❤️🎄 I am MORE than HAPPY to help you start your Wellness Journey and/or HELP you with your Christmas shopping! 🎁🎄🎁
👉🏼Our Young Living Black Friday sale actually  goes through tonight at midnight (SATURDAY 11/24/18)👈🏼
#shopsmallbusiness #smallbuisness #smallbusinesssaturday #heretohelp #blackfridaysales #blackfridayonsaturday #wellnessjourney #wellnessjourney2018 #begin2019abetteryou #lovedroppersoilytribe","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/42756093_546727789085005_1207265914894791402_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Pk18BD872_MAX8WkUHN&oh=aac4738df635db9add0b8d4b25cfa9d5&oe=5E9E89FB","7",,,"2018-11-24T18:15:58.000Z","https://www.instagram.com/p/BqkqLDAFAwh"
"Image may contain: 1 person","This is why you should never JUST use the scale for progress. I was going through my closet to donate items I no longer utilize. I tried on these bikini bottoms and omg they were baggy?!? 🤩I firmly believe the scale is a great tool for weight loss and should not be feared or define your self worth. But its definitely NOT the only way to see progress by ANY MEANS!! Taking photos, measurements, fitting into your clothes more easily, how you feel mind and body are all indicators! Hell! Being able to walk up a flight of stairs and not be winded 🌬is amazing! Anyone else have a non scale victory today?! 🥳 #NONSCALEVICTORY","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45358938_720598344977355_2389821324892677629_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=srr2YKEMx_EAX_qgj1D&oh=b10a4d2d9bb501ee8ec404c3f9655a91&oe=5E9EF9F3","67",,,"2018-11-23T18:43:36.000Z","https://www.instagram.com/p/BqiIijllW5T"
,"Omg. You guyzzzz
This Black Friday sale is ah-may-zyng 😮
Over 50 oils -> 20% off✔️
4 diffusers 20% off✔️
A roller collection 🤭😱 I. Can’t. Even. 
Swipe left -> check out the dealios 
PS If you are not a Young Living member yet, no prob! I’m giving back $25 to everyone who signs up between now and Monday 🤭
Sign up. Today. Get that starter kit coming ASAP.
Then, log in and grab these deals 🙌
They won’t last long. Do It 🎶🎵
.
.
Link in bio!
.
.
.
.
#wellnessjourney2018 #essentialoilswork #tribe #oillife #naturalwellness #lovemyoils #cashback #igotyou #ditchnswitch #diffuseoils #ditchthecandles #wellnesssupport #spiritual #empath #mom #momlife #boss #love #happy","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45453190_317868375481341_3008149993583214388_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=tD6Hn_8E4WQAX9UL9Jg&oh=a9d07dc804a266e2020be5cd350cae24&oe=5EA0E5AE","17",,,"2018-11-23T04:35:54.000Z","https://www.instagram.com/p/Bqgnh06Fi1z"
"Image may contain: possible text that says 'what if ever erything in your life was happening for yora instead af to YOU'","“Life is simple. Everything happens for you, not to you. Everything happens at exactly the right moment, neither too soon nor too late. You don’t have to like it...it’s just easier if you do” - Byron Katie
.
The phrase “everything happens for reason” can be divisive, but what if you focused your energy on looking at why things could be happening for you? What are they teaching you? What skills could you be building? Is this experience setting you up for success in another area of your life? Does something about your experience help others? Does it help you grow?
.
What if you tried shifting your perspective towards  understanding why whatever seemingly negative experience, event, or situation is troubling you right now, could be happening FOR you. The good, the bad, the grief and disappointments, the celebrations and the joys - what if they are *all* a part of your path to get you to where you are supposed to be? Would this make life easier? Even if it doesn’t take the pain away, does it provide some relief?
.
I’m curious about your thoughts on this! Let’s chat in the comments ☺️","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/46045241_1062427160593978_9160584936956006027_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=VyNVtg332SsAX8eVZ19&oh=2fd4e3de80e2275ba254e92bb18ed9b1&oe=5EA5954A","60",,,"2018-11-22T21:41:27.000Z","https://www.instagram.com/p/Bqf4GVNnTAO"
"Photo by Kaeli Joy on November 20, 2018.","She’s excited to show off her leaves. I’m excited to show off all the great Black Friday & Cyber Monday deals coming this weekend!!! Rumor has it this sale is gonna be bigger and better than in years past. I CAN’T WAIT! .
#kjoywellness #wellnessjourney2018","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45694592_999731616902301_2238282204412782922_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=SmK9lJdrSFAAX8yxRQd&oh=2c54549b4b6970835f911a795d81809c&oe=5E9D7E85","26",,,"2018-11-20T15:10:44.000Z","https://www.instagram.com/p/BqaBy2JFTZP"
"Image may contain: possible text that says 'Breathe & Let yo'","breathe & let go💫easier said than done with the air quality in the bay area right now💔
⠀
aside from wearing a mask & staying indoors, infrared saunas can be a great way to help combat the stress the poor air quality is putting on our bodies right now
⠀
I checked out @rebootspa for my first ever infrared sauna sesh, and I loved it🙌🏼
⠀
Unlike traditional saunas that work by heating the air around you, infrared saunas use infrared light to heat the body directly. This not only leads to deeper health benefits, but allows you stay in the sauna much longer & more comfortably (I can only last in a traditional sauna about 5 minutes, but was fine in this 30 minute session) ⠀
⠀
Infrared saunas are great for:
👏🏼 reducing chronic pain & inflammation by increasing circulation & blood flood to the muscles
👏🏼 stimulating the parasympathetic nervous system (aka relaxation & stress-reduction)
👏🏼 improving the skin (!) by stimulating collagen production, improving skin elastin, and reducing signs of photoaging such as hyperprigmentation ⠀
⠀
Are you a fan of saunas? Have you tried infrared saunas?","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/43914869_344093279502782_4170027578166099067_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=NQA2PwaZrqgAX-E2bwJ&oh=2dfa2e42b440ea48aec4c897b88ccea7&oe=5EA7A0E6","3603",,,"2018-11-20T01:09:40.000Z","https://www.instagram.com/p/BqYhiq0F7KK"
"Image may contain: 1 person, standing and indoor","NSV 🚨! I haven’t been able to fit in these goal jeans 👖 since my little man was born!!! Life was just a little more sweet today! #hittinggoals #skinnyjeans #optavia. Also thanks to my awesome photographer @avgjaime","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/43539911_1921987901431500_9185990072486210483_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=k59SGAAK6TYAX85dxdK&oh=3dad78e7c88cdfa014c1a3199d00c781&oe=5EA1825C","49",,,"2018-11-20T00:50:01.000Z","https://www.instagram.com/p/BqYfSt2gNFC"
,"Motivational Monday, listen to what he say's, this is 💯 true 🔊🔊🔊 The greatest opportunities never come to you in final form. Keep your eyes open! Happy Thursday 💯😤 #alllove | Credit to @bishopjakes 📹 
TIP.... 3 easy steps to lose weight and tone up. 
1. Up your protein intake, at least 1g of protein to 1lb of body weight. Example, if you weigh 200lb you will want 200g protein minimum, but like I mentioned above, get a bit more quality protein, with with NowlifeStyle protein powder, which has been microfiltered for better quality. 
2. Take Fibre Psyllium Husk Capsules, 💊 helps with appetite and sugar cravings, an awesome way to torch fat. Plus eradicate type-2 diabetes, this is a huge epidemic, let's get rid of this and look and feel much better.

3. Train smart, this can be done in less than 10 minutes 3 times per week, so if you feel you do not have time, you can do this no problem, in a gym or at home.🕐 Click the link in our BIO, see how this can also help you like many others. Don't complicate getting in great shape. No silly diets are needed, stay lean all year round. ❤

Fitness is for everyBODY 👬

Never compare your journey to anyone else's, just focus on being better than who you were yesterday! 👏
•
•
•
#nowlifestyle #success #successtips #weightloss #loseweightfast #education #entrepreneur #motivation #inspiration #informandinspire  #motivationalvideos #imagination #vision #weightlifting #networkmarketing #personaldevelopment #workhard #wisdom #nevergiveup #believeinyourself #healthandwellness  #wellnessjourney2018 #residualincome #mlm #workfromhome #dowhatyoulove #passion #setgoals #thebodyofyourdreams","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/45448634_2283112498589238_1274334600082161032_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=1SntNY5AzcEAX-oNN-w&oh=2e60cf1c1b952e0e926c1f77576ebf1e&oe=5E75C0B8","29",,,"2018-11-19T09:06:23.000Z","https://www.instagram.com/p/BqWybmvFSKt"
"Image may contain: flower","Ever so close to 30lbs down!  This program makes my stressful life a little less stressful and that is one reason for my success and why I am a health coach. #thankful🙏","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44394138_259538128035311_6150904018405114297_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=F6Bpq4xvTLIAX-8X7ME&oh=838f00d279cf57419fbf26e5515165da&oe=5E9D1D90","66",,,"2018-11-18T03:05:30.000Z","https://www.instagram.com/p/BqTlNUIg8oH"
"Image may contain: 1 person, standing","If you had told me 6 months ago that I’d still be going strong at the gym, I would have told you that you were insane.  Not only have I been at it for 6 months, but I’m stronger and healthier.  I can do over 30 minutes of cardio at one time. I can pair that with weights.  But the more important thing, I’m standing up for myself.  I am advocating for a better me.  Wanna know where I’ll be in 6 more months?  Just watch me! #nonbinaryfitness #wellnessjourney2018 #yepimagymratnow #stronger","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44478691_330485787740270_6004630929956917839_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=30jQpzfZjiYAX9OsvxG&oh=34fbe908fce03ccb03b3ac1653221e09&oe=5E9F8B9E","30",,,"2018-11-16T05:38:46.000Z","https://www.instagram.com/p/BqOtKHjBRFP"
"Image may contain: 1 person","New Year, New Me 😅
How many times have you said this to yourself?
“This year is going to be different.”
“I’m going to get healthy.”
“I’m going to get in shape.”
“I’m going to finally feel good in my own skin!”
🙋🏼‍♀️ I’ve probably said to myself this every year since I was 13 (never out loud of course because that would be too scary and real 🙄).
.
Did I ever follow through? No.
.
Why? Because I had no idea wtf I was doing. I didn’t know how to eat healthy but find balance. I didn’t know how to create a balanced workout that I enjoyed. I didn’t have anyone to hold me accountable to my goals.
.
My dears, nothing magical happens on Jan 1.  You won’t all of a sudden be given the gift of knowing how to lose weight, how to get fit and how to feel amazing in your body. It takes time and effort. You need to have a plan. You need to write down goals and remind yourself of them daily. You need to figure out what your “why” is and it has to be deep and strong (not just I want to look good)!
.
Jan 1 is just another day.
.
Why not make today your new year. Start now. No one ever regrets starting. They regret giving up, not following through, not having a plan, falling off the wagon.
.
Let me keep you accountable. Let me facilitate your transformation. I can guarantee, you won’t regret it!","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44813980_2205990342781718_3257787840521527554_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=LXzwB2I6UL8AX9VIJ3b&oh=e8a7ea2363ab196b54a8af5a7517218a&oe=5EA5F56C","41",,,"2018-11-15T14:03:00.000Z","https://www.instagram.com/p/BqNCEXqARki"
"Image may contain: 1 person","Today’s Breakfast: 
Gary’s True Grit Einkorn Berries
.
I don’t usually sit to eat something at home, but I was up very early. I was very cold. And I wanted something that would hit the spot.
😋
I try to avoid gluten as much as I can, so this is a nice option because it’s a lower gluten level.
Young Living does sell more than essential oils 😆
And these Einkorn berries have a variety of uses. In the morning, I can eat it like an oatmeal. I’ve used it in dinner platters, replacing rice or quinoa. This can also be milled into a flour- but I haven’t gone that far yet!
I sweetened this with a little bit of local honey and it was perfect 👌
.
Some quick info on the 
Einkorn Berries-
*Unique genetic codes give einkorn a lower gluten content than modern wheat varieties
*Perfect for homes that support traditional farming practices
*Known as one of the oldest grain varieties
*No artificial colors or flavors
*No preservatives
*Non-GMO
*Contains 14 chromosomes, compared to modern wheat with 42 chromosomes
*Can be used in various recipes

I hope you had a hearty and healthy start to your day 🌞","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/44264757_260644687983083_2897708375935248056_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=KRAr_V4rNfcAX9LbMom&oh=8323da8ef5aecd5be32b41a866641b68&oe=5EA10767","14",,,"2018-11-14T21:48:22.000Z","https://www.instagram.com/p/BqLSh8qFMTu"
"Photo by ╰☆☆ Just Judy ☆☆╮ in Pennsylvania.","I saw this today and was left speechless. And you know, that's a rarity. 😉
.
Give me a 🙋‍♀️ if this is something that speaks to you
.
To have a comeback, you have to have a setback. 🙏","https://scontent-ort2-1.cdninstagram.com/v/t51.2885-15/e35/43986156_2038791626179370_2871759301076646663_n.jpg?_nc_ht=scontent-ort2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=mNnM7e7mZFEAX84TwVH&oh=63bb10f61a3432f2ed48a2708a1564d0&oe=5E9E2BE8","42",,,"2018-11-13T16:26:47.000Z","https://www.instagram.com/p/BqII7r8Fesy"
